synthetic_year_day,daily_net_pnl_inr,daily_trades,running_net_pnl_inr,running_peak_inr,drawdown_inr,strategy_id,execution_profile
39,-63905.5083794393,616,-7608200.652225991,-225125.4834356871,-7383075.168790304,S02,retail_marketable_default
40,-25012.758784503563,436,-7633213.411010494,-225125.4834356871,-7408087.927574808,S02,retail_marketable_default
41,-142995.129152515,1418,-7776208.540163009,-225125.4834356871,-7551083.056727323,S02,retail_marketable_default
42,-886255.0893436803,6996,-8662463.62950669,-225125.4834356871,-8437338.146071004,S02,retail_marketable_default
43,-214681.676363146,1326,-8877145.305869836,-225125.4834356871,-8652019.82243415,S02,retail_marketable_default
44,-289782.4972387744,4012,-9166927.80310861,-225125.4834356871,-8941802.319672924,S02,retail_marketable_default
45,-244602.69071969792,3093,-9411530.493828308,-225125.4834356871,-9186405.010392621,S02,retail_marketable_default
46,-14447.002975479547,105,-9425977.496803787,-225125.4834356871,-9200852.0133681,S02,retail_marketable_default
47,-434287.6705458671,4449,-9860265.167349653,-225125.4834356871,-9635139.683913967,S02,retail_marketable_default
48,-29919.33078366922,361,-9890184.498133322,-225125.4834356871,-9665059.014697636,S02,retail_marketable_default
49,-85784.45942231255,1404,-9975968.957555635,-225125.4834356871,-9750843.474119948,S02,retail_marketable_default
50,1063.5214003255385,299,-9974905.43615531,-225125.4834356871,-9749779.952719623,S02,retail_marketable_default
51,-159096.3068637201,1270,-10134001.74301903,-225125.4834356871,-9908876.259583343,S02,retail_marketable_default
52,-1141825.2294493117,7411,-11275826.97246834,-225125.4834356871,-11050701.489032654,S02,retail_marketable_default
54,-64208.333964030804,734,-11340035.306432372,-225125.4834356871,-11114909.822996685,S02,retail_marketable_default
55,-52484.58232678642,418,-11392519.888759159,-225125.4834356871,-11167394.405323472,S02,retail_marketable_default
56,-30177.696638160323,443,-11422697.585397318,-225125.4834356871,-11197572.101961631,S02,retail_marketable_default
57,-179003.75570113878,2039,-11601701.341098458,-225125.4834356871,-11376575.85766277,S02,retail_marketable_default
58,-64.23299654816178,1,-11601765.574095005,-225125.4834356871,-11376640.090659318,S02,retail_marketable_default
59,-17304.68165139418,510,-11619070.2557464,-225125.4834356871,-11393944.772310713,S02,retail_marketable_default
60,-156071.67909711009,1240,-11775141.93484351,-225125.4834356871,-11550016.451407824,S02,retail_marketable_default
61,-380875.33438542375,3999,-12156017.269228933,-225125.4834356871,-11930891.785793247,S02,retail_marketable_default
62,-141370.06556072537,2058,-12297387.334789658,-225125.4834356871,-12072261.851353971,S02,retail_marketable_default
63,-635662.3142014302,4355,-12933049.648991087,-225125.4834356871,-12707924.1655554,S02,retail_marketable_default
64,-90140.11668436344,1254,-13023189.765675452,-225125.4834356871,-12798064.282239765,S02,retail_marketable_default
65,-432106.46189718146,5183,-13455296.227572633,-225125.4834356871,-13230170.744136946,S02,retail_marketable_default
66,-1060243.0753823738,7971,-14515539.302955007,-225125.4834356871,-14290413.81951932,S02,retail_marketable_default
67,-121941.43200013519,926,-14637480.734955143,-225125.4834356871,-14412355.251519457,S02,retail_marketable_default
68,-53697.8774531021,321,-14691178.612408245,-225125.4834356871,-14466053.128972558,S02,retail_marketable_default
69,-224278.53537983572,1429,-14915457.147788081,-225125.4834356871,-14690331.664352395,S02,retail_marketable_default
71,-413791.10239400243,5205,-15329248.250182083,-225125.4834356871,-15104122.766746396,S02,retail_marketable_default
72,-442112.617345224,5063,-15771360.867527306,-225125.4834356871,-15546235.38409162,S02,retail_marketable_default
73,-26035.749633476407,295,-15797396.617160782,-225125.4834356871,-15572271.133725096,S02,retail_marketable_default
74,-25048.851848124323,444,-15822445.469008906,-225125.4834356871,-15597319.98557322,S02,retail_marketable_default
75,-95159.65173299049,1071,-15917605.120741896,-225125.4834356871,-15692479.63730621,S02,retail_marketable_default
76,-409256.0878018317,4565,-16326861.208543727,-225125.4834356871,-16101735.72510804,S02,retail_marketable_default
77,-182140.74424053103,1518,-16509001.952784259,-225125.4834356871,-16283876.469348572,S02,retail_marketable_default
78,-413582.288686098,3139,-16922584.241470356,-225125.4834356871,-16697458.758034669,S02,retail_marketable_default
79,-66266.52805642263,612,-16988850.76952678,-225125.4834356871,-16763725.286091093,S02,retail_marketable_default
80,-187871.03375890476,1518,-17176721.803285684,-225125.4834356871,-16951596.319849998,S02,retail_marketable_default
81,-599816.8029364933,4630,-17776538.60622218,-225125.4834356871,-17551413.122786492,S02,retail_marketable_default
82,-75522.84416241574,560,-17852061.450384595,-225125.4834356871,-17626935.966948908,S02,retail_marketable_default
83,-94457.19392641056,1016,-17946518.644311003,-225125.4834356871,-17721393.160875317,S02,retail_marketable_default
84,-169578.22771639717,1246,-18116096.8720274,-225125.4834356871,-17890971.388591714,S02,retail_marketable_default
85,-250701.3130331615,4085,-18366798.18506056,-225125.4834356871,-18141672.701624874,S02,retail_marketable_default
86,-570386.1731539554,3745,-18937184.358214516,-225125.4834356871,-18712058.87477883,S02,retail_marketable_default
87,-108208.61703909168,1224,-19045392.975253608,-225125.4834356871,-18820267.49181792,S02,retail_marketable_default
88,-5688.158216599807,66,-19051081.133470207,-225125.4834356871,-18825955.65003452,S02,retail_marketable_default
89,-377534.10323166277,3621,-19428615.23670187,-225125.4834356871,-19203489.75326618,S02,retail_marketable_default
90,-100065.53529615837,1252,-19528680.771998025,-225125.4834356871,-19303555.28856234,S02,retail_marketable_default
91,-493602.4437253004,4280,-20022283.215723325,-225125.4834356871,-19797157.732287638,S02,retail_marketable_default
92,-197252.36319841055,1650,-20219535.578921735,-225125.4834356871,-19994410.09548605,S02,retail_marketable_default
93,-315748.8349223983,3273,-20535284.413844135,-225125.4834356871,-20310158.930408448,S02,retail_marketable_default
94,-249202.1700539473,3332,-20784486.583898082,-225125.4834356871,-20559361.100462396,S02,retail_marketable_default
95,-181050.3285455171,2237,-20965536.9124436,-225125.4834356871,-20740411.429007914,S02,retail_marketable_default
96,-610205.0417668578,4060,-21575741.95421046,-225125.4834356871,-21350616.470774774,S02,retail_marketable_default
97,-65564.71849936049,872,-21641306.67270982,-225125.4834356871,-21416181.189274132,S02,retail_marketable_default
98,-370704.1586762526,3514,-22012010.83138607,-225125.4834356871,-21786885.347950384,S02,retail_marketable_default
99,-141324.03058013675,1233,-22153334.861966208,-225125.4834356871,-21928209.37853052,S02,retail_marketable_default
100,-217839.18935335567,2120,-22371174.051319562,-225125.4834356871,-22146048.567883875,S02,retail_marketable_default
101,-43021.0380527663,653,-22414195.08937233,-225125.4834356871,-22189069.605936643,S02,retail_marketable_default
102,-633859.081049023,5363,-23048054.17042135,-225125.4834356871,-22822928.686985664,S02,retail_marketable_default
103,-274120.4396483465,1922,-23322174.610069696,-225125.4834356871,-23097049.12663401,S02,retail_marketable_default
104,-32917.67157958043,227,-23355092.281649277,-225125.4834356871,-23129966.79821359,S02,retail_marketable_default
105,-312694.1012207458,3195,-23667786.382870022,-225125.4834356871,-23442660.899434336,S02,retail_marketable_default
107,-326128.1709398983,2062,-23993914.553809922,-225125.4834356871,-23768789.070374236,S02,retail_marketable_default
109,-436759.04456470476,3959,-24430673.598374628,-225125.4834356871,-24205548.11493894,S02,retail_marketable_default
110,-35515.99720507985,319,-24466189.595579706,-225125.4834356871,-24241064.11214402,S02,retail_marketable_default
111,-342775.7029023777,2882,-24808965.298482083,-225125.4834356871,-24583839.815046396,S02,retail_marketable_default
112,-56342.771812887964,748,-24865308.070294973,-225125.4834356871,-24640182.586859286,S02,retail_marketable_default
113,-37518.33720651613,404,-24902826.40750149,-225125.4834356871,-24677700.924065802,S02,retail_marketable_default
114,-32823.01863134099,528,-24935649.42613283,-225125.4834356871,-24710523.942697145,S02,retail_marketable_default
115,-368288.80469575175,3123,-25303938.230828583,-225125.4834356871,-25078812.747392897,S02,retail_marketable_default
116,-73124.30345528443,961,-25377062.53428387,-225125.4834356871,-25151937.050848182,S02,retail_marketable_default
117,-647638.9200938368,6686,-26024701.454377707,-225125.4834356871,-25799575.97094202,S02,retail_marketable_default
118,-248868.54635885602,2523,-26273570.000736564,-225125.4834356871,-26048444.517300878,S02,retail_marketable_default
119,-118080.29961378165,1185,-26391650.300350346,-225125.4834356871,-26166524.81691466,S02,retail_marketable_default
120,-235.98012438517048,2,-26391886.28047473,-225125.4834356871,-26166760.797039043,S02,retail_marketable_default
121,-199966.23525007363,1675,-26591852.515724804,-225125.4834356871,-26366727.032289118,S02,retail_marketable_default
122,-17508.562240089654,179,-26609361.077964894,-225125.4834356871,-26384235.594529208,S02,retail_marketable_default
123,-246458.8116860863,1577,-26855819.889650982,-225125.4834356871,-26630694.406215295,S02,retail_marketable_default
124,-358324.2547839942,4631,-27214144.144434977,-225125.4834356871,-26989018.66099929,S02,retail_marketable_default
125,-35952.46491311969,350,-27250096.609348096,-225125.4834356871,-27024971.12591241,S02,retail_marketable_default
126,-385424.77703603095,3244,-27635521.386384126,-225125.4834356871,-27410395.90294844,S02,retail_marketable_default
127,-114328.27409149622,1338,-27749849.660475623,-225125.4834356871,-27524724.177039936,S02,retail_marketable_default
128,-143502.10959495878,993,-27893351.770070583,-225125.4834356871,-27668226.286634896,S02,retail_marketable_default
129,-993660.7936079182,7531,-28887012.5636785,-225125.4834356871,-28661887.080242813,S02,retail_marketable_default
130,-80256.34033313973,1295,-28967268.90401164,-225125.4834356871,-28742143.420575954,S02,retail_marketable_default
131,-210.48254718183213,4,-28967479.386558823,-225125.4834356871,-28742353.903123137,S02,retail_marketable_default
132,-391372.5052813599,3181,-29358851.891840182,-225125.4834356871,-29133726.408404496,S02,retail_marketable_default
133,-99710.98666840146,591,-29458562.878508583,-225125.4834356871,-29233437.395072896,S02,retail_marketable_default
134,-24948.382682576175,212,-29483511.26119116,-225125.4834356871,-29258385.777755473,S02,retail_marketable_default
135,-223111.07568189138,2048,-29706622.33687305,-225125.4834356871,-29481496.853437364,S02,retail_marketable_default
136,-435999.2380493436,3079,-30142621.574922394,-225125.4834356871,-29917496.091486707,S02,retail_marketable_default
137,-550844.7197317883,4256,-30693466.294654183,-225125.4834356871,-30468340.811218496,S02,retail_marketable_default
138,-235193.29749239396,1818,-30928659.592146575,-225125.4834356871,-30703534.10871089,S02,retail_marketable_default
139,-1012769.8844700758,7698,-31941429.47661665,-225125.4834356871,-31716303.993180964,S02,retail_marketable_default
140,-411233.00487430545,3280,-32352662.481490955,-225125.4834356871,-32127536.998055268,S02,retail_marketable_default
141,-148850.65845899144,956,-32501513.139949948,-225125.4834356871,-32276387.65651426,S02,retail_marketable_default
142,-478837.8600424069,4136,-32980350.999992356,-225125.4834356871,-32755225.51655667,S02,retail_marketable_default
143,-280483.852656346,2352,-33260834.8526487,-225125.4834356871,-33035709.369213015,S02,retail_marketable_default
144,-183668.82000027125,1574,-33444503.672648974,-225125.4834356871,-33219378.189213287,S02,retail_marketable_default
145,-238822.86897251703,1479,-33683326.54162149,-225125.4834356871,-33458201.058185805,S02,retail_marketable_default
146,-483145.11165713624,4433,-34166471.65327863,-225125.4834356871,-33941346.169842936,S02,retail_marketable_default
148,-197043.88504654454,2753,-34363515.53832517,-225125.4834356871,-34138390.05488948,S02,retail_marketable_default
149,-485199.4052707635,4627,-34848714.94359593,-225125.4834356871,-34623589.46016024,S02,retail_marketable_default
150,-16556.653295116215,154,-34865271.596891046,-225125.4834356871,-34640146.113455355,S02,retail_marketable_default
151,-507734.50066909054,4528,-35373006.09756014,-225125.4834356871,-35147880.61412445,S02,retail_marketable_default
152,-41932.08179920421,694,-35414938.17935934,-225125.4834356871,-35189812.69592365,S02,retail_marketable_default
153,-246215.35252515526,2094,-35661153.53188449,-225125.4834356871,-35436028.0484488,S02,retail_marketable_default
154,-1165366.4917464047,6976,-36826520.023630895,-225125.4834356871,-36601394.540195204,S02,retail_marketable_default
155,-212801.37932133564,2345,-37039321.40295223,-225125.4834356871,-36814195.91951654,S02,retail_marketable_default
156,-340001.14575152216,2235,-37379322.54870375,-225125.4834356871,-37154197.06526806,S02,retail_marketable_default
157,-20378.926114283782,159,-37399701.474818036,-225125.4834356871,-37174575.991382346,S02,retail_marketable_default
158,-269013.20540476055,5102,-37668714.680222794,-225125.4834356871,-37443589.196787104,S02,retail_marketable_default
159,-345430.3818078554,2647,-38014145.06203065,-225125.4834356871,-37789019.57859496,S02,retail_marketable_default
160,-203472.9692748123,2347,-38217618.03130546,-225125.4834356871,-37992492.54786977,S02,retail_marketable_default
161,-1081016.5859973396,7594,-39298634.617302805,-225125.4834356871,-39073509.133867115,S02,retail_marketable_default
162,-221441.27762334468,1403,-39520075.89492615,-225125.4834356871,-39294950.41149046,S02,retail_marketable_default
163,-111666.80111702542,661,-39631742.69604318,-225125.4834356871,-39406617.21260749,S02,retail_marketable_default
164,-475841.5347805556,2297,-40107584.23082373,-225125.4834356871,-39882458.74738804,S02,retail_marketable_default
165,-543046.5042403288,3745,-40650630.73506406,-225125.4834356871,-40425505.25162837,S02,retail_marketable_default
166,-302167.2812345963,2692,-40952798.01629866,-225125.4834356871,-40727672.53286297,S02,retail_marketable_default
167,-90575.20148837456,609,-41043373.217787035,-225125.4834356871,-40818247.734351344,S02,retail_marketable_default
168,-845041.5389489451,6486,-41888414.75673598,-225125.4834356871,-41663289.27330029,S02,retail_marketable_default
169,-167767.15537751047,2163,-42056181.91211349,-225125.4834356871,-41831056.4286778,S02,retail_marketable_default
170,-231194.76432380604,1651,-42287376.676437296,-225125.4834356871,-42062251.193001606,S02,retail_marketable_default
171,-13181.970762972293,146,-42300558.64720027,-225125.4834356871,-42075433.16376458,S02,retail_marketable_default
