execution_rank,gate_id,gate_name,gate_priority_rank,execution_milestone,execution_milestone_rank,execution_milestone_description,queue_rank,priority_band,strategy_id,strategy_support_level,strategy_role,work_package_focus,hardening_requirement,requirement_priority,action_class,dependency_type,dependency_status,required_threshold,observed_value,current_evidence_status,proxy_evidence_available,acceptance_requirement_met,acceptance_ready_now,hardening_status,blocking_gap,required_next_evidence,evidence_summary,evidence_source
148,G01_predictive,predictive,3,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",32,P3,S10,not_supported_by_current_product,research_only,WP9/WP10,multi_seed_walk_forward_validation,6,multi_seed_walk_forward_execution,registered_seeds_and_walk_forward_folds,missing_required_evidence,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,False,missing_required_acceptance_evidence,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
149,G01_predictive,predictive,3,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",33,P3,S11,not_supported_by_current_product,risk_filter_only,WP9/WP10,multi_seed_walk_forward_validation,6,multi_seed_walk_forward_execution,registered_seeds_and_walk_forward_folds,missing_required_evidence,registered multi-seed and walk-forward predictive validation complete,not available in current proxy evidence,missing_multi_seed_walk_forward_predictive_validation,False,False,False,missing_required_acceptance_evidence,"Current predictive evidence is single current proxy diagnostics, not full registered multi-seed/walk-forward validation.",Execute the Phase 13 seed plan and walk-forward windows for predictive models without test reuse.,baseline_pass=False; holdout_all_cell_pass=False; untouched_test_pass=False; cell_beat_fraction=0.000; stable_feature_count=3; promotion_candidate=False,outputs/phase11/strategy_signal_diagnostics.csv; outputs/phase16/predictive_baseline_comparison.csv; outputs/phase16/predictive_holdout_stability_summary.csv; outputs/phase16/feature_importance_stability_proxy.csv; outputs/phase16/predictive_promotion_falsification.csv
150,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",34,P4,S01,runnable_proxy,priority,WP9/WP10,full_validation_seed_coverage,2,full_seed_execution,registered_full_validation_seed_plan,proxy_to_upgrade,30 required full-validation seeds,9 initial-engineering proxy seeds,initial_engineering_seed_proxy_only,True,False,False,proxy_evidence_needs_acceptance_upgrade,Only initial-engineering seed proxy coverage is complete; full required-seed execution is missing.,Execute all required full-validation seeds from outputs/phase13/seed_plan.csv.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=18/27; walk_forward_run=0/48; parameter_sets_run=1/18,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
151,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",34,P4,S01,runnable_proxy,priority,WP8/WP10,execution_profile_robustness,3,execution_profile_robustness_validation,deployable_and_stressed_execution_profiles,proxy_to_upgrade,all deployable/stress execution profiles positive and evaluated,3 profiles; all_profiles_positive=False,multi_profile_proxy_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,Current multi-profile proxy does not show positive results across all execution profiles.,Run full strategy registry across deployable and stressed execution profiles with acceptance-grade fills/costs.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=18/27; walk_forward_run=0/48; parameter_sets_run=1/18,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
152,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",34,P4,S01,runnable_proxy,priority,WP10,negative_control_rejection,4,negative_control_validation,mandatory_negative_control_experiments,proxy_to_upgrade,all interpretable negative controls rejected or degraded,18/27 negative-control rows passed proxy criterion,proxy_negative_controls_available,True,False,False,proxy_evidence_needs_acceptance_upgrade,Negative-control evidence is proxy-only or incomplete.,Run mandatory negative controls under full experiment execution and require rejection/degradation before promotion.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=18/27; walk_forward_run=0/48; parameter_sets_run=1/18,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
153,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",34,P4,S01,runnable_proxy,priority,WP9/WP10,parameter_neighborhood_smoothness,5,parameter_smoothness_validation,parameter_neighborhood_grid_execution,proxy_to_upgrade,18 predeclared parameter sets evaluated smoothly,1 parameter set(s) run,design_available_single_parameter_proxy_run,True,False,False,proxy_evidence_needs_acceptance_upgrade,Only one/sparse parameter-set proxy evidence exists; parameter-neighborhood smoothness is missing.,Execute the full predeclared parameter grid and summarize neighborhood smoothness without final-test reuse.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=18/27; walk_forward_run=0/48; parameter_sets_run=1/18,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
154,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",34,P4,S01,runnable_proxy,priority,WP9/WP10,walk_forward_coverage,6,walk_forward_execution,walk_forward_fold_execution,proxy_to_upgrade,48 walk-forward windows run,0 walk-forward windows run,design_available_not_run,True,False,False,proxy_evidence_needs_acceptance_upgrade,Walk-forward design exists but no walk-forward windows have been executed.,Execute registered walk-forward windows and preserve train/test leakage checks.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=18/27; walk_forward_run=0/48; parameter_sets_run=1/18,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
155,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",35,P4,S02,runnable_proxy,priority,WP9/WP10,full_validation_seed_coverage,2,full_seed_execution,registered_full_validation_seed_plan,proxy_to_upgrade,30 required full-validation seeds,9 initial-engineering proxy seeds,initial_engineering_seed_proxy_only,True,False,False,proxy_evidence_needs_acceptance_upgrade,Only initial-engineering seed proxy coverage is complete; full required-seed execution is missing.,Execute all required full-validation seeds from outputs/phase13/seed_plan.csv.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/6,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
156,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",35,P4,S02,runnable_proxy,priority,WP8/WP10,execution_profile_robustness,3,execution_profile_robustness_validation,deployable_and_stressed_execution_profiles,proxy_to_upgrade,all deployable/stress execution profiles positive and evaluated,3 profiles; all_profiles_positive=False,multi_profile_proxy_not_acceptance,True,False,False,proxy_evidence_needs_acceptance_upgrade,Current multi-profile proxy does not show positive results across all execution profiles.,Run full strategy registry across deployable and stressed execution profiles with acceptance-grade fills/costs.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/6,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
157,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",35,P4,S02,runnable_proxy,priority,WP10,negative_control_rejection,4,negative_control_validation,mandatory_negative_control_experiments,proxy_to_upgrade,all interpretable negative controls rejected or degraded,0/27 negative-control rows passed proxy criterion,proxy_negative_controls_available,True,False,False,proxy_evidence_needs_acceptance_upgrade,Negative-control evidence is proxy-only or incomplete.,Run mandatory negative controls under full experiment execution and require rejection/degradation before promotion.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/6,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
158,G03_robustness,robustness,4,M04_full_seed_walk_forward_and_robustness_execution,4,"Run full seed, walk-forward, parameter-neighborhood, execution-profile and negative-control robustness tests.",35,P4,S02,runnable_proxy,priority,WP9/WP10,parameter_neighborhood_smoothness,5,parameter_smoothness_validation,parameter_neighborhood_grid_execution,proxy_to_upgrade,6 predeclared parameter sets evaluated smoothly,1 parameter set(s) run,design_available_single_parameter_proxy_run,True,False,False,proxy_evidence_needs_acceptance_upgrade,Only one/sparse parameter-set proxy evidence exists; parameter-neighborhood smoothness is missing.,Execute the full predeclared parameter grid and summarize neighborhood smoothness without final-test reuse.,registered=True; initial_seeds=9/30; profiles_positive=False; negative_controls_passed=0/0; walk_forward_run=0/48; parameter_sets_run=1/6,outputs/phase13/experiment_registry.csv; outputs/phase13/experiment_run_summary.csv; outputs/phase13/experiment_profile_robustness_summary.csv; outputs/phase13/robustness_dimension_summary.csv
