shock_id,counterfactual_group,variant,quarter_profile,scenario_day,trade_date,regime_code,regime_family,scope,target,shock_type,required_l2_effects,evidence_label,start_time,duration_minutes,price_jump_bps,drift_after_jump_bps,volatility_multiplier,event_rate_multiplier,spread_multiplier,depth_multiplier_bid,depth_multiplier_ask,buy_sell_flow_bias,correlation_multiplier,recovery_half_life_minutes,reversal_probability
Q-A-042-D07-T-JUNIORBEES-negative_shock,Q-A-042-D07-JUNIORBEES,negative_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,JUNIORBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-63.8058,-7.2972,3.5356,3.715,2.9012,0.3143,0.6507,-0.7475,2.0514,15,0.4487
Q-A-042-D07-T-JUNIORBEES-quick_recovery,Q-A-042-D07-JUNIORBEES,quick_recovery,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,JUNIORBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,15,-117.4613,70.4768,3.1777,3.656,3.1012,0.388,0.6269,-0.5088,1.9085,5,0.7169
Q-A-042-D07-T-JUNIORBEES-continuation,Q-A-042-D07-JUNIORBEES,continuation,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,JUNIORBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-178.3429,-80.2543,5.9291,3.488,2.2986,0.4219,0.7218,-0.7773,2.7258,120,0.2278
Q-A-042-D07-T-KOTAKBANK-positive_shock,Q-A-042-D07-KOTAKBANK,positive_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,KOTAKBANK,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,30,89.8388,8.08,6.0825,2.4638,3.985,0.6446,0.4159,0.6922,2.0748,45,0.3129
Q-A-042-D07-T-KOTAKBANK-negative_shock,Q-A-042-D07-KOTAKBANK,negative_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,KOTAKBANK,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,-62.3511,-6.1478,6.1535,2.9434,2.3174,0.3731,0.7191,-0.6715,1.8469,45,0.5065
Q-A-042-D07-T-KOTAKBANK-quick_recovery,Q-A-042-D07-KOTAKBANK,quick_recovery,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,KOTAKBANK,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-207.8095,124.6857,3.7091,2.137,1.9258,0.2801,0.6602,-0.5897,2.9853,10,0.6725
Q-A-042-D07-T-KOTAKBANK-continuation,Q-A-042-D07-KOTAKBANK,continuation,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,KOTAKBANK,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-318.0096,-143.1043,5.3718,3.0444,2.6355,0.3203,0.6666,-0.3044,1.7512,120,0.1097
Q-A-042-D07-T-NESTLEIND-positive_shock,Q-A-042-D07-NESTLEIND,positive_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,NESTLEIND,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,30,28.5461,3.1831,3.0706,2.7889,3.7435,0.7302,0.3645,0.421,2.5488,15,0.2034
Q-A-042-D07-T-NESTLEIND-negative_shock,Q-A-042-D07-NESTLEIND,negative_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,NESTLEIND,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-185.5963,-30.4591,4.3181,3.171,4.218,0.4257,0.5367,-0.2558,2.7236,15,0.2905
Q-A-042-D07-T-NESTLEIND-quick_recovery,Q-A-042-D07-NESTLEIND,quick_recovery,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,NESTLEIND,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-231.2913,138.7748,5.7149,3.6675,2.5995,0.4832,0.7715,-0.5082,3.0351,10,0.5542
Q-A-042-D07-T-NESTLEIND-continuation,Q-A-042-D07-NESTLEIND,continuation,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,NESTLEIND,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-70.5317,-31.7393,4.636,3.4101,3.5697,0.3865,0.5281,-0.8001,2.3396,60,0.2266
Q-A-042-D07-T-ONGC-positive_shock,Q-A-042-D07-ONGC,positive_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,ONGC,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,45,117.0636,-21.4002,2.9672,3.5998,3.1162,0.6445,0.4717,0.2918,2.9609,60,0.4639
Q-A-042-D07-T-ONGC-negative_shock,Q-A-042-D07-ONGC,negative_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,ONGC,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-125.9062,10.1139,3.2899,2.8033,3.5459,0.3235,0.5407,-0.3207,2.5244,30,0.5084
Q-A-042-D07-T-ONGC-quick_recovery,Q-A-042-D07-ONGC,quick_recovery,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,ONGC,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-65.8677,39.5206,3.2977,2.3126,3.4841,0.4042,0.7529,-0.5455,2.2139,15,0.6713
Q-A-042-D07-T-ONGC-continuation,Q-A-042-D07-ONGC,continuation,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,ONGC,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-229.3904,-103.2257,5.7354,4.2288,3.4722,0.4351,0.6383,-0.4457,2.9166,45,0.1553
Q-A-042-D07-T-SUNPHARMA-positive_shock,Q-A-042-D07-SUNPHARMA,positive_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,SUNPHARMA,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,45,219.9967,36.0508,6.1917,2.4712,2.9107,0.7376,0.4256,0.7229,2.0498,45,0.5491
Q-A-042-D07-T-SUNPHARMA-negative_shock,Q-A-042-D07-SUNPHARMA,negative_shock,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,SUNPHARMA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-91.3551,-15.2385,4.8321,3.4225,4.2793,0.512,0.6394,-0.2991,2.8225,15,0.2574
Q-A-042-D07-T-SUNPHARMA-quick_recovery,Q-A-042-D07-SUNPHARMA,quick_recovery,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,SUNPHARMA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-215.2391,129.1435,3.2901,1.8865,3.9422,0.2577,0.5351,-0.3837,2.1021,10,0.753
Q-A-042-D07-T-SUNPHARMA-continuation,Q-A-042-D07-SUNPHARMA,continuation,Q-A,42,2026-09-09,D07,Sell-off/panic,ticker,SUNPHARMA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-155.4463,-69.9508,4.5105,4.0159,2.9191,0.4997,0.5908,-0.2503,2.6531,90,0.1487
Q-A-046-D17-T-ADANIPORTS-positive_shock,Q-A-046-D17-ADANIPORTS,positive_shock,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,09:45:00,60,42.6374,4.5112,1.9699,2.5676,2.3937,1.0321,0.4945,0.7901,0.8165,15,0.504
Q-A-046-D17-T-ADANIPORTS-negative_shock,Q-A-046-D17-ADANIPORTS,negative_shock,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,20,-61.3952,3.2914,2.4517,2.4353,1.6897,0.6957,0.8969,-0.3768,0.8423,60,0.3211
Q-A-046-D17-T-ADANIPORTS-quick_recovery,Q-A-046-D17-ADANIPORTS,quick_recovery,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-51.1234,30.674,1.7315,1.4245,2.1251,0.707,0.8203,-0.3094,0.9531,10,0.6173
Q-A-046-D17-T-ADANIPORTS-continuation,Q-A-046-D17-ADANIPORTS,continuation,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,ADANIPORTS,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,20,58.7435,26.4346,3.0193,2.7479,1.6896,1.1053,0.5321,0.5304,0.8071,45,0.1627
Q-A-046-D17-T-BAJAJ-AUTO-positive_shock,Q-A-046-D17-BAJAJ-AUTO,positive_shock,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,14:45:00,60,40.8162,7.8011,2.2736,2.5301,2.0583,0.9888,0.45,0.6691,0.92,60,0.3465
Q-A-046-D17-T-BAJAJ-AUTO-negative_shock,Q-A-046-D17-BAJAJ-AUTO,negative_shock,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,60,-68.0408,-9.5682,2.7161,3.1065,1.4498,0.5544,0.8818,-0.2791,0.6098,30,0.5487
Q-A-046-D17-T-BAJAJ-AUTO-quick_recovery,Q-A-046-D17-BAJAJ-AUTO,quick_recovery,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,30,-104.3227,62.5936,3.6932,2.5148,1.3194,0.7416,0.8093,-0.515,0.9828,15,0.746
Q-A-046-D17-T-BAJAJ-AUTO-continuation,Q-A-046-D17-BAJAJ-AUTO,continuation,Q-A,46,2026-09-15,D17,Stock-specific dispersion,ticker,BAJAJ-AUTO,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,20,67.8974,30.5538,3.2146,2.4091,2.1824,0.8928,0.4962,0.3662,0.5742,120,0.0921
Q-A-052-D07-M-no_shock,Q-A-052-D07,no_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7,15,0.5363
Q-A-052-D07-M-positive_shock,Q-A-052-D07,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,30,138.1697,23.5865,3.7217,3.0899,3.9164,0.7616,0.5074,0.3935,2.3822,60,0.3321
Q-A-052-D07-M-negative_shock,Q-A-052-D07,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,20,-241.701,-30.1115,4.4999,3.3793,3.3499,0.5027,0.586,-0.4559,1.8894,30,0.5401
Q-A-052-D07-M-quick_recovery,Q-A-052-D07,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,30,-99.1416,59.485,3.0729,3.9367,4.3301,0.3573,0.4885,-0.4671,2.8211,15,0.6356
Q-A-052-D07-M-continuation,Q-A-052-D07,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,market,ALL,broad_risk_off,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,45,-112.3817,-50.5718,5.9125,3.2495,1.9604,0.393,0.7488,-0.6752,2.3524,120,0.1264
Q-A-052-D07-T-ADANIPORTS-positive_shock,Q-A-052-D07-ADANIPORTS,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,30,138.012,-20.3935,5.311,4.2228,4.02,0.6054,0.3971,0.7154,2.4113,15,0.4097
Q-A-052-D07-T-ADANIPORTS-negative_shock,Q-A-052-D07-ADANIPORTS,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,60,-49.9951,-2.7953,6.1558,3.6481,3.1067,0.2603,0.6739,-0.6901,2.2505,30,0.4449
Q-A-052-D07-T-ADANIPORTS-quick_recovery,Q-A-052-D07-ADANIPORTS,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,15,-261.7145,157.0287,4.1245,2.3042,1.9858,0.2285,0.6527,-0.755,1.7844,10,0.7465
Q-A-052-D07-T-ADANIPORTS-continuation,Q-A-052-D07-ADANIPORTS,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,ADANIPORTS,sharp_move_absorption,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-151.4953,-68.1729,3.7099,2.8302,2.681,0.3614,0.6851,-0.638,1.8956,120,0.1458
Q-A-052-D07-T-BAJAJ-AUTO-positive_shock,Q-A-052-D07-BAJAJ-AUTO,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,171.6398,22.9598,3.0283,3.0391,3.2706,0.6075,0.2785,0.5019,2.7345,15,0.3025
Q-A-052-D07-T-BAJAJ-AUTO-negative_shock,Q-A-052-D07-BAJAJ-AUTO,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,45,-365.836,56.8156,5.2133,2.8028,4.0456,0.3514,0.6808,-0.7243,2.1633,15,0.519
Q-A-052-D07-T-BAJAJ-AUTO-quick_recovery,Q-A-052-D07-BAJAJ-AUTO,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,15,-345.1323,207.0794,3.157,4.3251,4.2348,0.395,0.6889,-0.733,2.6435,5,0.6052
Q-A-052-D07-T-BAJAJ-AUTO-continuation,Q-A-052-D07-BAJAJ-AUTO,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BAJAJ-AUTO,false_breakout_depth_withdrawal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,30,-86.9647,-39.1341,3.1322,2.2058,3.2326,0.3149,0.645,-0.4776,2.6589,60,0.1716
Q-A-052-D07-T-BANKBEES-positive_shock,Q-A-052-D07-BANKBEES,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,60,160.5021,0.9689,4.676,2.6237,1.9831,0.6534,0.4544,0.4091,3.0029,30,0.4173
Q-A-052-D07-T-BANKBEES-negative_shock,Q-A-052-D07-BANKBEES,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,30,-65.0848,-3.9326,5.3334,3.0456,2.9281,0.5031,0.5577,-0.7369,2.6747,45,0.2276
Q-A-052-D07-T-BANKBEES-quick_recovery,Q-A-052-D07-BANKBEES,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,20,-218.5737,131.1442,4.5947,4.0918,3.6328,0.3176,0.5324,-0.4028,2.3245,5,0.6384
Q-A-052-D07-T-BANKBEES-continuation,Q-A-052-D07-BANKBEES,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BANKBEES,earnings_beat,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-119.7371,-53.8817,5.649,2.2515,3.1439,0.334,0.5011,-0.6236,2.9643,90,0.2165
Q-A-052-D07-T-BHARTIARTL-positive_shock,Q-A-052-D07-BHARTIARTL,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,60,209.9781,17.9895,6.2655,2.4789,2.7568,0.489,0.318,0.7584,2.2228,30,0.2262
Q-A-052-D07-T-BHARTIARTL-negative_shock,Q-A-052-D07-BHARTIARTL,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,30,-180.2415,12.9962,3.4116,1.9721,4.2817,0.4494,0.7272,-0.7353,1.7031,60,0.2701
Q-A-052-D07-T-BHARTIARTL-quick_recovery,Q-A-052-D07-BHARTIARTL,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,30,-228.8636,137.3181,5.1988,3.3816,4.3365,0.4781,0.6332,-0.642,2.7944,10,0.6399
Q-A-052-D07-T-BHARTIARTL-continuation,Q-A-052-D07-BHARTIARTL,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BHARTIARTL,earnings_miss,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-65.4077,-29.4334,5.9879,2.4785,3.9686,0.2926,0.6624,-0.2743,1.7937,120,0.1953
Q-A-052-D07-T-BPCL-positive_shock,Q-A-052-D07-BPCL,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,12:15:00,20,176.9801,-1.5383,6.3362,2.1714,4.0002,0.7312,0.4298,0.2762,2.6303,30,0.2371
Q-A-052-D07-T-BPCL-negative_shock,Q-A-052-D07-BPCL,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,20,-60.5335,9.7382,5.6199,2.036,3.3884,0.4305,0.6751,-0.7718,3.0402,45,0.3273
Q-A-052-D07-T-BPCL-quick_recovery,Q-A-052-D07-BPCL,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:00:00,20,-236.8941,142.1365,3.5278,3.632,3.2784,0.3524,0.5817,-0.8467,2.3896,15,0.7275
Q-A-052-D07-T-BPCL-continuation,Q-A-052-D07-BPCL,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BPCL,guidance_change,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:45:00,60,-211.9077,-95.3584,6.0554,3.2422,3.4737,0.3316,0.768,-0.7337,2.18,90,0.0954
Q-A-052-D07-T-BRITANNIA-positive_shock,Q-A-052-D07-BRITANNIA,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,20,111.5452,-19.7998,6.552,1.8665,3.547,0.5026,0.3528,0.7856,2.2667,30,0.2417
Q-A-052-D07-T-BRITANNIA-negative_shock,Q-A-052-D07-BRITANNIA,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:15:00,45,-182.5798,-8.3216,4.1205,1.9324,3.9832,0.2774,0.6627,-0.7524,1.8162,15,0.3259
Q-A-052-D07-T-BRITANNIA-quick_recovery,Q-A-052-D07-BRITANNIA,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,14:30:00,15,-281.4752,168.8851,3.8526,4.1193,3.5721,0.4081,0.6557,-0.7886,2.9896,10,0.5972
Q-A-052-D07-T-BRITANNIA-continuation,Q-A-052-D07-BRITANNIA,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,BRITANNIA,regulatory_action,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,20,-140.3703,-63.1666,5.8523,3.6477,2.8253,0.3506,0.5006,-0.305,2.0212,60,0.1059
Q-A-052-D07-T-CIPLA-positive_shock,Q-A-052-D07-CIPLA,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,10:45:00,30,360.7494,66.4697,5.0265,3.744,3.0543,0.7783,0.3741,0.3295,2.1557,15,0.5483
Q-A-052-D07-T-CIPLA-negative_shock,Q-A-052-D07-CIPLA,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-288.9438,-15.8344,4.3325,3.1443,2.911,0.3306,0.719,-0.5473,1.8088,30,0.3075
Q-A-052-D07-T-CIPLA-quick_recovery,Q-A-052-D07-CIPLA,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,20,-29.12,17.472,5.2117,2.0907,2.7587,0.2617,0.6796,-0.4236,1.7061,5,0.6266
Q-A-052-D07-T-CIPLA-continuation,Q-A-052-D07-CIPLA,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,CIPLA,block_volume_burst,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,10:45:00,45,-90.1678,-40.5755,4.3333,2.148,3.0254,0.4692,0.4986,-0.2839,2.2858,60,0.2174
Q-A-052-D07-T-DRREDDY-positive_shock,Q-A-052-D07-DRREDDY,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,ask depletion;buy trade burst;spread widening;normalization,synthetic_shock_design,13:45:00,30,231.4687,-41.9422,6.5354,2.1219,2.7289,0.6614,0.3177,0.3982,2.5693,30,0.4565
Q-A-052-D07-T-DRREDDY-negative_shock,Q-A-052-D07-DRREDDY,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-254.137,-48.2908,4.9343,3.3586,3.0947,0.4901,0.5025,-0.7323,2.0032,15,0.285
Q-A-052-D07-T-DRREDDY-quick_recovery,Q-A-052-D07-DRREDDY,quick_recovery,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,12:30:00,15,-126.2802,75.7681,4.5508,2.5423,3.2783,0.3864,0.6694,-0.4097,2.543,10,0.6823
Q-A-052-D07-T-DRREDDY-continuation,Q-A-052-D07-DRREDDY,continuation,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,DRREDDY,headline_rumor_reversal,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,09:45:00,30,-269.4156,-121.237,3.6315,2.422,4.2747,0.3357,0.7089,-0.5375,2.9887,120,0.1694
Q-A-052-D07-T-GOLDBEES-positive_shock,Q-A-052-D07-GOLDBEES,positive_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,visible depth thinning;spread widening;stale pockets;replenishment test,synthetic_shock_design,10:45:00,60,172.2666,12.2892,6.5711,2.0378,2.3646,0.5739,0.2647,0.8146,2.8482,15,0.4207
Q-A-052-D07-T-GOLDBEES-negative_shock,Q-A-052-D07-GOLDBEES,negative_shock,Q-A,52,2026-09-23,D07,Sell-off/panic,ticker,GOLDBEES,liquidity_disappearance,bid withdrawal;sell sweep;spread widening;high event intensity;depth recovery,synthetic_shock_design,13:45:00,60,-36.5867,1.4604,5.8118,2.7155,4.0112,0.3172,0.5408,-0.7335,3.0394,30,0.4552
